customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_flag,churn_probability,risk_band,revenue_at_risk
CUST103690,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,101.42,1894.29,Yes,1,0.6518,Medium,66.11
CUST103691,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.5,1752.58,Yes,1,0.6614,Medium,55.23
CUST103692,Male,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),68.46,1703.81,No,0,0.2703,Low,18.51
CUST103693,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.08,1110.2,Yes,1,0.565,Medium,45.24
CUST103694,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.85,6171.34,No,0,0.6176,Medium,53.02
CUST103695,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.92,1629.42,Yes,1,0.4539,Medium,34.01
CUST103696,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,89.62,609.47,No,0,0.5985,Medium,53.64
CUST103697,Male,1,Yes,No,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,61.4,1166.96,Yes,1,0.3106,Low,19.07
CUST103698,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.11,2326.25,Yes,1,0.5988,Medium,41.98
CUST103699,Female,0,No,No,36,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.41,1770.47,Yes,1,0.372,Low,18.01
CUST103700,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.98,3007.26,Yes,1,0.7568,High,75.66
CUST103701,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.6,2236.42,No,0,0.6991,Medium,68.93
CUST103702,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,113.82,1144.52,Yes,1,0.4928,Medium,56.09
CUST103703,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.04,2523.64,Yes,1,0.6644,Medium,63.81
CUST103704,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.31,676.69,Yes,1,0.3883,Low,13.71
CUST103705,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.69,1136.88,No,0,0.7409,High,68.67
CUST103706,Male,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.0,741.57,No,0,0.3332,Low,11.33
CUST103707,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),77.49,2933.06,No,0,0.4445,Medium,34.45
CUST103708,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.51,512.02,Yes,1,0.8038,High,84.01
CUST103709,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.32,633.72,Yes,1,0.5366,Medium,33.44
CUST103710,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.81,927.53,Yes,1,0.1755,Low,4.88
CUST103711,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,100.54,798.42,Yes,1,0.7517,High,75.57
CUST103712,Female,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),83.72,3775.28,No,0,0.3215,Low,26.91
CUST103713,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.51,1497.61,Yes,1,0.7392,High,63.95
CUST103714,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.37,3038.94,No,0,0.6873,Medium,72.42
CUST103715,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),119.74,3979.92,Yes,1,0.6211,Medium,74.37
CUST103716,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,88.97,1809.41,Yes,1,0.3914,Low,34.82
CUST103717,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.12,4261.28,Yes,1,0.5294,Medium,48.24
CUST103718,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,106.33,2329.88,Yes,1,0.5735,Medium,60.98
CUST103719,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.93,1883.23,No,0,0.4413,Medium,34.83
CUST103720,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.58,642.33,Yes,1,0.4646,Medium,43.94
CUST103721,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.39,3431.84,Yes,1,0.5115,Medium,27.82
CUST103722,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,113.76,4340.36,No,0,0.2903,Low,33.02
CUST103723,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.1,425.36,No,0,0.5084,Medium,23.94
CUST103724,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,110.33,771.34,Yes,1,0.5133,Medium,56.63
CUST103725,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.47,1524.19,Yes,1,0.7511,High,74.71
CUST103726,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.48,1323.95,Yes,1,0.6116,Medium,48.0
CUST103727,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.8,1909.51,Yes,1,0.4692,Medium,42.61
CUST103728,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),73.73,3315.93,Yes,1,0.2156,Low,15.9
CUST103729,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.47,1323.96,No,0,0.3481,Low,9.91
CUST103730,Female,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.65,2376.32,Yes,1,0.5477,Medium,35.41
CUST103731,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.45,344.25,Yes,1,0.4442,Medium,37.51
CUST103732,Male,0,No,No,57,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.59,5708.67,Yes,1,0.5348,Medium,53.26
CUST103733,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.41,1419.9,Yes,1,0.3155,Low,10.86
CUST103734,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),87.66,2697.36,No,0,0.4928,Medium,43.2
CUST103735,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.51,1881.89,No,0,0.7943,High,88.57
CUST103736,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.99,3048.83,No,0,0.4208,Medium,44.18
CUST103737,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,82.01,479.06,Yes,1,0.4868,Medium,39.92
CUST103738,Female,0,No,No,28,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.53,1841.53,No,0,0.3445,Low,22.57
CUST103739,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.36,1078.16,No,0,0.1347,Low,3.69
CUST103740,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.4,2603.4,No,0,0.4668,Medium,46.87
CUST103741,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.75,1702.68,No,0,0.4271,Medium,43.89
CUST103742,Female,0,No,Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.38,3905.64,No,0,0.417,Medium,33.93
CUST103743,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,112.92,8150.41,Yes,1,0.5608,Medium,63.32
CUST103744,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.53,2473.78,No,0,0.6358,Medium,50.57
CUST103745,Female,1,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),57.16,2260.67,Yes,1,0.3787,Low,21.65
CUST103746,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.69,1889.25,Yes,1,0.802,High,75.14
CUST103747,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),68.8,1022.15,No,0,0.3108,Low,21.39
CUST103748,Female,0,Yes,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,89.4,3654.49,No,0,0.4911,Medium,43.91
CUST103749,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,110.68,7521.21,Yes,1,0.3074,Low,34.02
CUST103750,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,94.36,1124.55,Yes,1,0.3712,Low,35.03
CUST103751,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,95.13,860.22,Yes,1,0.7582,High,72.13
CUST103752,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.26,1296.74,Yes,1,0.3491,Low,32.91
CUST103753,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),98.51,1167.54,No,0,0.338,Low,33.3
CUST103754,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.46,1445.11,No,0,0.2077,Low,5.91
CUST103755,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.34,3588.56,No,0,0.1596,Low,12.18
CUST103756,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,108.65,1536.95,Yes,1,0.6497,Medium,70.59
CUST103757,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,93.17,2320.19,Yes,1,0.5544,Medium,51.65
CUST103758,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.09,435.23,No,0,0.6699,Medium,35.57
CUST103759,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.11,2022.16,No,0,0.6332,Medium,63.39
CUST103760,Male,1,No,No,9,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,55.74,496.46,No,0,0.3841,Low,21.41
CUST103761,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.21,1240.13,Yes,1,0.2085,Low,15.27
CUST103762,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.34,603.47,Yes,1,0.5596,Medium,36.56
CUST103763,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,90.25,4353.83,Yes,1,0.513,Medium,46.3
CUST103764,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.15,1712.19,Yes,1,0.6045,Medium,41.2
CUST103765,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,60.72,1700.69,Yes,1,0.3139,Low,19.06
CUST103766,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.58,782.04,No,0,0.398,Low,26.1
CUST103767,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.55,1476.23,Yes,1,0.7237,High,67.7
CUST103768,Female,1,No,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.0,1613.17,No,0,0.4326,Medium,28.98
CUST103769,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,92.81,6287.67,Yes,1,0.4124,Medium,38.27
CUST103770,Male,1,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.04,1408.17,Yes,1,0.5818,Medium,37.26
CUST103771,Male,1,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.95,3329.49,Yes,1,0.2308,Low,14.07
CUST103772,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,107.14,1793.12,No,0,0.7921,High,84.86
CUST103773,Male,0,No,No,23,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,81.19,1875.74,Yes,1,0.6391,Medium,51.89
CUST103774,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,113.89,5231.05,Yes,1,0.4819,Medium,54.88
CUST103775,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.38,1186.36,No,0,0.4103,Medium,13.7
CUST103776,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,103.6,1233.52,Yes,1,0.7584,High,78.57
CUST103777,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.12,3137.69,No,0,0.385,Low,41.62
CUST103778,Female,0,No,No,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.81,1870.58,No,0,0.3693,Low,22.46
CUST103779,Male,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.53,2443.02,Yes,1,0.6685,Medium,49.16
CUST103780,Male,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,228.48,No,0,0.1813,Low,3.26
CUST103781,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.57,914.1,No,0,0.4378,Medium,50.6
CUST103782,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.63,6510.28,No,0,0.603,Medium,70.33
CUST103783,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,123.25,8859.46,No,0,0.6018,Medium,74.17
CUST103784,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,110.69,3677.64,Yes,1,0.6637,Medium,73.47
CUST103785,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),90.15,1432.23,No,0,0.4803,Medium,43.29
CUST103786,Male,0,No,No,50,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.2,2164.81,No,0,0.3975,Low,17.17
CUST103787,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.68,756.43,Yes,1,0.6078,Medium,41.74
CUST103788,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,57.63,636.93,No,0,0.5447,Medium,31.39
CUST103789,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.01,6252.49,No,0,0.7139,High,75.68
CUST103790,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.1,7361.09,Yes,1,0.7412,High,75.68
CUST103791,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.48,1432.54,Yes,1,0.5983,Medium,57.73
CUST103792,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,1384.95,No,0,0.3102,Low,35.47
CUST103793,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.77,783.44,Yes,1,0.4259,Medium,14.38
CUST103794,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,105.41,1054.99,Yes,1,0.6306,Medium,66.47
CUST103795,Male,1,No,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.19,708.9,Yes,1,0.5311,Medium,54.27
CUST103796,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.27,649.97,Yes,1,0.6779,Medium,63.22
CUST103797,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.88,2700.08,No,0,0.4483,Medium,42.98
CUST103798,Male,1,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),66.18,1366.09,No,0,0.5706,Medium,37.77
CUST103799,Male,0,No,No,45,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.33,3054.49,No,0,0.4101,Medium,27.61
CUST103800,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,6300.68,Yes,1,0.6295,Medium,67.2
CUST103801,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.19,973.68,Yes,1,0.3273,Low,9.88
CUST103802,Female,1,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,68.9,687.24,No,0,0.2082,Low,14.34
CUST103803,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),100.5,402.25,Yes,1,0.6362,Medium,63.94
CUST103804,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,92.06,1547.15,Yes,1,0.4476,Medium,41.2
CUST103805,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.82,1104.35,Yes,1,0.474,Medium,35.47
CUST103806,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.64,321.6,No,0,0.2108,Low,7.3
CUST103807,Male,0,No,Yes,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),58.42,1782.72,Yes,1,0.3079,Low,17.98
CUST103808,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.39,2677.68,Yes,1,0.4723,Medium,37.97
CUST103809,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.15,1864.04,No,0,0.5177,Medium,35.8
CUST103810,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),69.46,5008.63,No,0,0.1182,Low,8.21
CUST103811,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,55.68,397.96,No,0,0.3333,Low,18.56
CUST103812,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.51,1667.91,No,0,0.4068,Medium,37.63
CUST103813,Male,0,No,Yes,22,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),71.33,1583.94,No,0,0.1741,Low,12.42
CUST103814,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.93,473.87,No,0,0.5127,Medium,14.32
CUST103815,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,96.07,1347.66,Yes,1,0.3881,Low,37.28
CUST103816,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),112.05,4132.52,Yes,1,0.645,Medium,72.27
CUST103817,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.44,1589.82,No,0,0.7752,High,93.36
CUST103818,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.57,582.48,No,0,0.2495,Low,13.86
CUST103819,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.81,3208.0,Yes,1,0.8044,High,77.88
CUST103820,Male,0,No,No,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.88,1791.14,No,0,0.4396,Medium,24.56
CUST103821,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,110.33,674.92,No,0,0.4167,Medium,45.98
CUST103822,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,93.93,4299.42,No,0,0.3514,Low,33.0
CUST103823,Male,1,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.35,5576.49,Yes,1,0.4173,Medium,32.7
CUST103824,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.4,551.04,Yes,1,0.7913,High,88.15
CUST103825,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),63.12,2324.52,No,0,0.2989,Low,18.87
CUST103826,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.35,716.1,No,0,0.2541,Low,6.7
CUST103827,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,93.73,2270.13,No,0,0.4523,Medium,42.39
CUST103828,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.28,4199.01,Yes,1,0.3498,Low,30.53
CUST103829,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.23,1753.88,Yes,1,0.5068,Medium,34.07
CUST103830,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,114.49,2845.87,Yes,1,0.6834,Medium,78.24
CUST103831,Male,1,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.39,1385.93,Yes,1,0.6249,Medium,58.36
CUST103832,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.01,5058.08,Yes,1,0.7945,High,81.85
CUST103833,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.37,627.1,Yes,1,0.5861,Medium,63.52
CUST103834,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),76.25,3224.56,Yes,1,0.1727,Low,13.17
CUST103835,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,103.23,1263.81,Yes,1,0.5191,Medium,53.58
CUST103836,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),97.36,2065.74,No,0,0.4547,Medium,44.27
CUST103837,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.84,1170.86,No,0,0.4161,Medium,48.2
CUST103838,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,56.68,946.08,Yes,1,0.41,Medium,23.24
